id,source,target
3110,"Huck ebenso, schneeweiß vor Schreck.","Daar! Hoort gij het?"""
3111,",,Pscht -- du -- hörst du nichts?""","""Ja, O, heer!"
3112,",,Ja -- o Himmel -- laß uns fortlaufen!""","Laat ons wegloopen!"""
3113,",,Halt's Maul!","""Houd je stil!"
3114,Rühr' dich nicht!,Beweeg je niet!
3115,"Sie kommen richtig auf die Tür zu!""","Zij komen naar de deur toe."""
3116,"Die Jungen kauerten sich auf den Fußboden nieder, spähten durch Ritzen auf dem Fußboden und warteten in Furcht und Elend.","De jongens gingen plat op den grond liggen en keken door de openingen tusschen de planken, in doodangst afwachtende wat er gebeuren zou."
3117,",,Sie halten -- -- nein -- sie kommen -- da sind sie!","""Zij houden stil,"" fluisterden zij eindelijk. ""Neen--zij komen!"
3118,"Kein Wort mehr, Huck!","Hier zijn zij! Geen woord meer, Huck."
3119,"Mein Gott -- ich wollt', ich wär' hier raus!""","Goede hemel, ik wou dat ik er uit was!"""
3120,Zwei Männer traten ein.,Twee mannen traden binnen.
3121,"Beide Jungen sagten zu sich selbst: ,,'s ist der alte taubstumme Spanier, der ein paarmal letzthin im Dorfe war -- den anderen hab' ich nie gesehn.""","De knapen dachten: ""Dit is de oude, doofstomme Spanjaard, die onlangs een paar malen in de stad is geweest, en den anderen man heb ik nooit gezien."""
3122,"Der ,,andere"" war ein zerlumpter, ungekämmter Strolch mit wenig einladenden Gesichtszügen.","De andere was een havelooze bandiet, ongekamd en ongeschoren, met een hoogst ongunstig uiterlijk."
3123,"Der Spanier war in eine ,,Serape"" gehüllt, er hatte einen struppigen weißen Bart, langes, weißes Haar flatterte unter dem Räuberhut hervor, er trug grüne Augengläser.","De Spanjaard was in eene _serape_ gehuld; hij had zware, witte bakkebaarden, lang wit haar, dat golvend onder zijn hoofddeksel te voorschijn kwam en hij droeg groene ooglappen."
3124,"Indem sie hereinkamen, sprach der ,,andere"" mit leiser Stimme; sie setzten sich auf die Erde, das Gesicht zur Tür, den Rücken gegen die Wand, und der Sprecher fuhr fort.","Toen zij binnentraden, begon de ""andere"" heel zacht te spreken. Zij zetten zich op den grond neder, het gelaat naar de deur gekeerd en met den rug tegen den muur, en de ""andere"" hervatte zijn gesprek."
3125,Sein Benehmen wurde ungenierter und seine Sprache entschiedener.,Hij werd iets minder omzichtig in houding en gebaren en zijne woorden werden gaandeweg duidelijker.
3126,",,Nein,"" sagte er, ,,hab' drüber nachgedacht -- 's geht nicht; 's ist _zu_ gefährlich.""","""Neen,"" zei hij, ""ik heb er goed over gedacht en ik heb er geen zin in: het is gevaarlijk."""
3127,",,Gefährlich,"" höhnte der taubstumme Spanier zur höchsten Überraschung der Jungen. ,,Waschlappen!""","""Gevaarlijk?"" gromde de doofstomme Spanjaard, tot verbazing der knapen. ""Gevaarlijk, melkbaard?"""
3128,Diese Stimme ließ die Jungen erzittern wie Espenlaub.,Deze stem deed de knapen beven en naar adem snakken.
3129,Es war der Indianer-Joe!,Het was die van Injun Joe!
3130,Einen Augenblick herrschte Schweigen.,"Er volgde een oogenblik van stilte, waarop Joe hernam:"
3131,"Dann fuhr Joe fort: ,,Was ist wohl gefährlicher als der letzte Streich -- und doch ist nichts passiert.""","""Wat kan gevaarlijker zijn dan die karwei van daarginds--en er is toch niets van gekomen."""
3132,",,Das ist 'n Unterschied.","""Dat was heel wat anders."
3133,Weit draußen am Fluß und _kein_ Haus in der Nähe!,"Dicht bij de rivier en geen enkel huis in de nabijheid. 't Zal nooit bekend worden, dat wij het beproefd hebben, vooral niet daar het mislukt is."""
3134,"Wer sollt' denn wissen, daß wir was versucht haben, wo wir doch nichts erreicht haben!""","""Wel, wat kan gevaarlijker zijn dan over dag hier te komen?"
3135,",,Na, wie kann was gefährlicher sein, als bei Tage hierher kommen?","Ieder, die ons ziet, kan argwaan krijgen!"""
3136,"Wer uns säh', müßt' doch Verdacht haben.""","""Dat weet ik, maar er was geen andere plaats geschikt na die malle karwei."
3137,Muß fort von hier.,Ik hunker er naar dit hol te verlaten.
3138,"Wollt's auch gestern schon, 's war aber nicht möglich, von hier auszuziehen, solange diese Teufelsjungen da oben ganz in der Nähe spielten.""","Ik wou gisteren al gaan, maar er was geen denken aan zich buiten te wagen, met die helsche jongens, die bij den heuvel speelden."""
3139,",,Diese Teufelsjungen"" zuckten unter dieser Bemerkung zusammen und dachten, wie gut es doch sei, daß sie sich noch zur rechten Zeit an den Freitag erinnert und beschlossen hatten, bis Samstag zu warten.","De ""helsche jongens"" beefden bij dit gezegde en dachten hoe gelukkig het was, dat zij zich herinnerd hadden dat het Vrijdag was en dat zij tot het besluit waren gekomen een dag te wachten."
3140,"Sie wünschten nur, ein Jahr gewartet zu haben.","Zij wenschten in hun hart, dat zij het een jaar hadden uitgesteld."
3141,Die beiden Männer holten ein paar Lebensmittel hervor und hielten eine Mahlzeit.,De twee mannen haalden eenig voedsel voor den dag en begonnen te eten.
3142,"Nach langem, gedankenvollen Schweigen sagte Joe: ,,Paß auf, Kerl, mache, daß du wieder stromaufwärts kommst, wo du hingehörst.",Na eenige oogenblikken van stilzwijgen zeide Injun Joe:
3143,"Warte dort, bis du von mir hörst.","""Kijk eens, jongen: ga jij naar de rivier, waar je behoort, wacht daar totdat je van mij hoort."
3144,Werd' mir mal die Gelegenheit ansehen im Dorf.,Ik zal het er op wagen nog wat hier in de stad te blijven om den boel op te nemen.
3145,"Wenn ich 'n bißchen rumgeschnüffelt hab' und alles sich gut anläßt, wolln wir das ,gefährliche Stückchen' ausführen.","Wij zullen dat gevaarlijke karweitje ondernemen, als ik alles goed bespionneerd en bemerkt heb dat de kansen goed staan."
3146,Dann nach Texas!,En dan naar Texas.
3147,"Wollen's zusammen machen!""","Wij zullen eerlijk samen deelen."""
3148,Das war befriedigend.,De andere was met dit plan tevreden.
3149,"Beide fingen an zu gähnen, und Joe sagte:",Onderwijl raakten de beide mannen aan het gapen en Injun Joe zeide:
3150,",,Bin todmüde!","""Ik ben dood van den slaap! 't Is jouw beurt om te waken."""
3151,Er warf sich nieder und begann bald zu schnarchen.,En hij rolde zich in het onkruid en begon te snorken.
3152,"Der andere stieß ihn ein paarmal an, und er wurde ruhig.",Zijn metgezel stootte hem een paar malen aan en hij werd rustig.
3153,Plötzlich begann der Wächter zu nicken; sein Kopf sank tiefer und tiefer; dann schliefen beide.,Daarop begon de waker te knikkebollen; zijn hoofd zonk lager en lager en beiden hieven thans een duo van snorken aan.
3154,"Die Jungen taten einen langen, erleichterten Atemzug.",De knapen haalden dankbaar adem.
3155,Tom flüsterte:,Tom fluisterde:
3156,",,Jetzt gilt's -- komm!""","""Nu de kans waarnemen, kom!"""
3157,"Huck aber meinte: ,,Kann nicht -- wär' tot, wenn sie aufwachten!""","Huck zeide: ""Ik kan het niet doen;--Ik zou sterven, indien zij ontwaakten."""
3158,"Tom drängte, Huck hielt zurück.",Tom smeekte en Huck bleef weigeren.
3159,Schließlich erhob sich Tom leise und furchtsam und schlich allein davon.,Eindelijk stond Tom zachtjes op on alleen te vertrekken.
3160,"Aber der erste Schritt, den er tat, erzeugte auf dem Holzboden ein solches Krachen, daß er halbtot vor Angst wieder niederkauerte.","De eerste stap echter, dien hij deed, veroorzaakte zulk een afschuwelijk gekraak in den vloer, dat hij bijna dood van schrik nederviel."
3161,Er machte keinen zweiten Versuch.,Hij waagde geen tweede poging.
3162,"Die Jungen lagen da, die schrecklichen Augenblicke zählend, bis es ihnen schien, die Zeit habe aufgehört und die Ewigkeit beginne.","De knapen telden de traag verloopende oogenblikken, totdat het hun was alsof de tijd was geëindigd en de sombere eeuwigheid een aanvang had genomen."
3163,"Und dann erleichterte sie der Gedanke, daß schließlich die Sonne untergehen müsse.",Eindelijk bemerkten zij tot hun vreugde dat de zon onderging.
3164,Jetzt rührte sich der eine Schläfer.,Nu hield het gesnork van een der mannen op.
3165,"Joe richtete sich auf, starrte um sich, lächelte verächtlich auf seinen Spießgesellen nieder, dessen Kopf auf seine Knie gesunken war, stieß ihn mit dem Fuße an und rief: ,,Auf!","Injun Joe richtte zich op, zag rond, keek boosaardig glimlachend naar zijn metgezel, stootte hem met zijn voet aan en zeide:"
3166,"Bist mir 'n schöner Wächter, Kerl!""","""Hoor eens! jij bent een goede waker, dat ben je."""
3167,",,Na ja, was denn -- 's ist ja nichts passiert.""","""Nu, er is toch niets gebeurd."""
3168,",,Na -- hast du denn jetzt ausgeschlafen?""","""Niet?"
3169,",,'s geht halb und halb.""","Heb je geslapen?"""
3170,",,Jetzt heißt's aber aufbrechen.","""Och, zoo wat gesluimerd. 't Is haast tijd voor ons om op te rukken, kameraad."
3171,"Was machen wir nur mit dem bißchen Geld, was wir noch haben?""","Wat zullen wij doen met den kleinen buit, waarvan wij ons meester gemaakt hebben?"""
3172,",,Weiß nicht -- lassen's hier, wie sonst, denk' ich.","""Ik weet het niet. Hier laten zooals wij altijd doen."
3173,"Wer sollt's fortnehmen, wenn wir weg sind?","Wij hebben haar niet noodig, voordat wij naar het zuiden gaan."
3174,"Sechshundertundfünfzig in Silber ist auch zu viel zum Mitschleppen.""","Zeshonderd vijftig in zilveren munt is een last!"""
3175,",,Na ja -- ist recht -- wenn wir doch noch mal herkommen müssen.""","""Nu, goed dan. Maar dan behoeven wij hier ook niet terug te komen."""
3176,",,Dann ist's aber doch besser, in der Nacht herzukommen, wie sonst.""","""Zou je denken? Wel, ik geloof dat het veilig is hier de nachten door te brengen, zooals gewoonlijk; ja, dat is beter."""
3177,",,Ja -- aber denk' mal, 's könnt' doch 'ne ziemliche Zeit dauern, bis ich zu dem Streich kommen kann, 's könnt sich was zutragen und 's liegt hier grad' an keinem guten Platz.","""Ja, maar, kijk eens: het kan nog wel lang duren eer wij eene goede gelegenheid hebben voor dat andere karweitje;--er kan iets tusschenbeide komen en het is niet zoo'n heel veilige plaats."
3178,"Wollen's doch lieber richtig vergraben -- und tief vergraben.""","Wij zullen den buit liever begraven, en diep ook."""
3179,",,'s ist 'n guter Gedanke,"" sagte der andere, ging durch den Raum, kniete nieder, riß einen der Herdsteine auf und holte einen Sack heraus, der vielversprechend klang.","""Dat is een goede inval,"" zeide zijn kameraad en liep naar het andere eind der kamer, knielde voor den haard neder en haalde tusschen de steenen een zak te voorschijn, die een liefelijk geklingel deed hooren."
3180,"Er nahm zwanzig bis dreißig Dollar für sich und ebensoviel für Joe heraus und gab den Sack letzterem, der in der Ecke kniete, mit seinem Messer die Erde aufwühlend.","Hij nam er twintig of dertig dollars uit voor zich zelven en even zooveel voor Injun Joe en reikte den zak toen aan den laatste over, die in een hoek van het vertrek op zijne knieën zat en bezig was met zijn snoeimes een gat te graven."
3181,"Die Jungen vergaßen alle Angst, all ihre Verlegenheit bei diesem Anblick.",In een oogenblik vergaten de knapen hun vrees en hunne ellende.
3182,Mit glänzenden Augen verfolgten sie jede Bewegung.,Met fonkelende oogen sloegen zij elke beweging gade. 't Was een onmetelijke schat!
3183,"Sechshundert Dollar war Geld genug, ein halbes Dutzend kleiner Jungen reich zu machen!",Zeshonderd dollars!--geld genoeg om een half dozijn jongens rijk te maken.
3184,"Hier ließ sich unter den glücklichsten Aussichten nach Gold graben, da gab's kein Kopfzerbrechen, wo man graben müsse.",Hier bood zich eene gelegenheid tot het graven van schatten aan onder de gelukkigste voorteekenen. Hier was geene kwellende onzekerheid omtrent de plek waar gegraven moest worden.
3185,"Jeden Augenblick stießen sie einander an -- ein leichtes Verständigungsmittel, denn ihr einziger Gedanke war: Freust dich, daß wie hier sind.","Zij stootten elkander gedurig aan,--met gebaren, die zeggen wilden: ""O, zijt gij niet blijde, dat wij hier zijn?"""
3186,Joes Messer stieß auf etwas.,Onder het graven stootte Joe's mes op een hard voorwerp.
3187,",,Holla,"" sagte er.","""Heila!"""
3188,",,Was gibt's?"" fragte der andere Strolch.","""Wat is het?"" vroeg zijn kameraad."
3189,",,'n halb verfaulter Balken -- nee, glaub', 's ist 'n Kasten.","""Een half verrotte plank,--neen, het is een kist, geloof ik."
3190,"Hier, hilf mal, wollen sehn, was es gibt.","Kom, help een handje en wij zullen zien wat het is."
3191,"Ho, da hab' ich 'n Loch hineingebrochen.""","Pas op, ik heb er een gat in gestooten."""
3192,Er griff mit der Hand hinunter und zog sie wieder heraus.,Hij reikte hem de behulpzame hand en zij trokken het voorwerp naar boven.
3193,",,Mensch -- 's ist Geld!""","""Man, het is geld!"""
3194,Die beiden untersuchten die Handvoll Münzen.,De beide mannen haalden een handvol klinkende munt voor den dag.
3195,Es war wirklich Gold.,Het waren goudstukken.
3196,Die Jungen oben waren ebenso erregt und entzückt wie sie.,De jongens boven hun hoofd waren even opgewonden en verrukt als zij.
3197,"Joes Spießgeselle sagte: ,,Wollen gleich ganze Arbeit damit machen.","Joe's kameraad zeide: ""We zullen eens gauw zien hoeveel er in zit."
3198,"Dort liegt 'ne alte verrostete Hacke in der Ecke, dort auf der anderen Seite vom Herd -- sah sie vorhin.""","Wacht, ik heb in een hoek onder den schoorsteen een roestige bijl onder het onkruid zien liggen."""
3199,Er lief hin und brachte Hacke und Schaufel der Jungen.,Hij liep weg en haalde de bijl en spade der knapen.
3200,"Joe nahm die Hacke, betrachtete sie mit kritischer Miene, schüttelte den Kopf, murmelte etwas vor sich hin und begann damit zu hantieren.","Injun Joe nam de bijl op, bekeek haar nauwkeurig, schudde het hoofd, mompelde iets tusschen zijne tanden en ging er toen mede aan het werk."
3201,Die Kiste war bald ausgegraben.,De kist was spoedig opgedolven.
3202,"Sie war nicht sehr groß; sie hatte Eisenbänder und war sehr stark gewesen, bevor der Zahn der Zeit sie angefressen hatte.","Zij was niet zeer groot, met ijzer beslagen en moest zeer sterk geweest zijn, voordat de tijd haar beschadigd had."
3203,"Der Kerl betrachtete den Schatz eine Weile aufmerksam, schweigend, aber vergnügt.",De mannen beschouwden den schat een poos onder zalig stilzwijgen.
3204,",,Kerl, 's sind gewiß tausend Dollar,"" sagte er.","""Kameraad, er zitten duizend dollars in!"" zeide Injun Joe."
3205,",,'s hat ja immer schon geheißen, daß Murrels Bande vorigen Sommer hier gehaust hat,"" bemerkte der Fremde.","""Zij zeggen, dat de rooverbende van Murrel hier een zomer heeft rondgezworven,"" merkte de vreemdeling op."
3206,",,Weiß wohl,"" entgegnete Joe, ,,und mir scheint, 's sieht ganz danach aus.""","""Dat weet ik wel,"" zeide Injun Joe, ""en nu ik dit zie, geloof ik het bepaald."""
3207,",,Jetzt brauchst du deinen Streich nicht mehr auszuführen, sollt' ich denken.""","""Nu behoeven wij die andere karwei immers niet te doen,"" zeide de ander. De kleurling fronste het voorhoofd en zeide:"
3208,"Der Indianer runzelte die Stirn und sagte: ,,Du kennst mich nicht.","""Je kent me niet, of je weet niet van die zaak. 't Is niet om te stelen,--maar om wraak te nemen!"""
3209,"Wenigstens weißt du nichts von dieser Sache. _Hier_ will ich nicht rauben -- 's ist Rache!""",En er flikkerde een boosaardig licht in zijne oogen.
3210,"Und mit flammenden Augen sprang er auf. ,,Brauch' deine Hilfe dazu nicht!","""Ik heb je hulp er bij noodig."
3211,Wenn's geschehen ist -- nach Texas.,"Zoodra het geschied is, gaan wij naar Texas."
3212,"Geh' du nur heim zu deiner Hure und der Brut -- und sei bereit, wenn du von mir hörst!""","Ga jij maar naar huis, naar je wijf en je kinderen, en wacht totdat je van mij hoort."""
3213,",,'s ist gut, wenn du's sagst.","""Nu, als je het zegt, zal ik het doen."
3214,"Was woll'n wir hiermit machen -- wieder vergraben?""","Wat zullen wij met deze kist uitvoeren? Haar weder begraven?"""
3215,",,Ja.","""Ja!"""
3216,(Freude und Entzücken oben.),"(Een inwendig gejuich op de bovenverdieping). ""Neen, bij den grooten Sachem, neen!"""
3217,"Nein, beim großen Geist, nein!",(Een diepe neerslachtigheid boven.)
3218,(Tiefe Niedergeschlagenheit.) 's könnt' leicht vergessen werden. -- Die Hacke da hat frische Erdspuren!,"""Ik had het haast vergeten: op die bijl zit versche aarde."""
